name,state_name,state_abbrev,slug,Median home price,Median rent,Population
Olney,Illinois,IL,olney,86700,539,8723
Dunn,North Carolina,NC,dunn,131400,731,9664
Lakefield,Minnesota,MN,lakefield,93000,774,1763
Hutchinson,Kansas,KS,hutchinson,96300,713,40914
Diamond,Illinois,IL,diamond,194600,1076,2697
Farmington,New Mexico,NM,farmington,186800,868,45258
Edinburg,Illinois,IL,edinburg,93800,736,1091
Kincaid,Illinois,IL,kincaid,78900,650,1533
Estancia,New Mexico,NM,estancia,109400,622,1478
Richview,Illinois,IL,richview,66500,725,289
Wamac,Illinois,IL,wamac,28400,671,1280
Blackwell,Texas,TX,blackwell,46800,505,201
Mount Carmel,Illinois,IL,mount-carmel,78700,606,7019
Potterville,Michigan,MI,potterville,97400,815,2713
Arcola,Illinois,IL,arcola,95900,721,2731
Garrett,Illinois,IL,garrett,47500,488,128
Carroll,Iowa,IA,carroll,148500,633,9904
East Lansing,Michigan,MI,east-lansing,192800,952,48729
Waverly,Kansas,KS,waverly,82600,633,650
Ashmore,Illinois,IL,ashmore,77100,626,782
Humboldt,Illinois,IL,humboldt,68700,700,461
Hanson,Kentucky,KY,hanson,125000,817,792
Manhattan,Illinois,IL,manhattan,241400,1321,8164
Matteson,Illinois,IL,matteson,165100,1227,19385
Newport,Kentucky,KY,newport,144000,737,15123
Yazoo City,Mississippi,MS,yazoo-city,70900,625,11063
Shiloh,Illinois,IL,shiloh,220500,945,13482
Smithton,Illinois,IL,smithton,170900,748,3996
Adamsville,Tennessee,TN,adamsville,84800,423,2307
Pembroke,North Carolina,NC,pembroke,89500,573,3002
Rowland,North Carolina,NC,rowland,70400,584,1075
Morgan Hill,California,CA,morgan-hill,855100,1763,44686
Ione,California,CA,ione,314800,1051,7753
Jackson,California,CA,jackson,260400,1029,4751
Sandy Hook,Kentucky,KY,sandy-hook,75000,401,790
Bullard,Texas,TX,bullard,174600,1315,3227
Gifford,Illinois,IL,gifford,152500,633,945
Garrison,Iowa,IA,garrison,51000,646,368
Mount Auburn,Iowa,IA,mount-auburn,57500,533,129
Newhall,Iowa,IA,newhall,137700,517,1029
Urbana,Iowa,IA,urbana,151600,637,1517
Ball,Louisiana,LA,ball,139300,793,3971
New Albany,Mississippi,MS,new-albany,121900,754,8705
Eudora,Kansas,KS,eudora,169000,1117,6602
Claypool,Indiana,IN,claypool,74300,589,534
Silver Lake,Indiana,IN,silver-lake,75600,687,948
Clearfield,Utah,UT,clearfield,194300,1098,31364
Jefferson,Iowa,IA,jefferson,94100,648,4137
Rippey,Iowa,IA,rippey,42500,675,233
Martinsville,Illinois,IL,martinsville,70800,525,1211
Arma,Kansas,KS,arma,77600,568,1385
Frontenac,Kansas,KS,frontenac,131400,804,3400
Mulberry,Kansas,KS,mulberry,51500,342,378
Clarkton,North Carolina,NC,clarkton,91700,504,819
East Arcadia,North Carolina,NC,east-arcadia,73800,658,460
Callisburg,Texas,TX,callisburg,118100,960,381
Gainesville,Texas,TX,gainesville,107900,889,16441
Lindsay,Texas,TX,lindsay,198900,1138,1257
Madisonville,Kentucky,KY,madisonville,125000,746,18936
Carthage,Tennessee,TN,carthage,111000,541,2466
South Carthage,Tennessee,TN,south-carthage,130500,622,1270
Manly,Iowa,IA,manly,84000,547,1396
Northwood,Iowa,IA,northwood,97600,680,2297
Yoakum,Texas,TX,yoakum,83700,709,5996
Warsaw,Indiana,IN,warsaw,135200,827,15458
Linden,Texas,TX,linden,79600,511,1944
Bliss,Idaho,ID,bliss,70500,681,243
Durham,North Carolina,NC,durham,224100,1058,269702
Lillington,North Carolina,NC,lillington,159400,683,3571
Benton,Kentucky,KY,benton,133600,722,4477
Eagleville,Tennessee,TN,eagleville,206500,1170,908
La Vergne,Tennessee,TN,la-vergne,160900,1204,35411
Copperas Cove,Texas,TX,copperas-cove,112000,865,32715
Crane,Texas,TX,crane,97400,973,4138
Mason City,Iowa,IA,mason-city,114900,723,27200
Nora Springs,Iowa,IA,nora-springs,95400,760,1535
Ventura,Iowa,IA,ventura,191400,1018,865
Bronson,Michigan,MI,bronson,79200,660,2177
Union City,Michigan,MI,union-city,77000,640,1665
Cumberland,Kentucky,KY,cumberland,47100,413,1724
Junction City,Kansas,KS,junction-city,143100,950,23104
Winterville,North Carolina,NC,winterville,161300,903,9645
Iowa,Louisiana,LA,iowa,136800,827,3225
Camargo,Kentucky,KY,camargo,83800,812,1389
Midvale,Utah,UT,midvale,261400,1118,33318
Murray,Utah,UT,murray,287100,1109,49105
Naperville,Illinois,IL,naperville,416700,1516,147501
Park Forest,Illinois,IL,park-forest,73600,1211,21563
Moriarty,New Mexico,NM,moriarty,101500,707,2223
Chama,New Mexico,NM,chama,165300,741,1026
Lorimor,Iowa,IA,lorimor,42700,786,405
Almont,North Dakota,ND,almont,48800,675,74
Flasher,North Dakota,ND,flasher,81400,825,251
La Plata,Maryland,MD,la-plata,330000,1312,9376
Windsor Place,Missouri,MO,windsor-place,170000,925,339
Eastview,Tennessee,TN,eastview,85000,656,935
Evarts,Kentucky,KY,evarts,61100,523,686
Mount Pleasant,Tennessee,TN,mount-pleasant,107800,538,4847
East Harwich,Massachusetts,MA,east-harwich,380000,1603,4796
Northwest Harwich,Massachusetts,MA,northwest-harwich,402500,1176,4136
Sagamore,Massachusetts,MA,sagamore,412400,1341,3675
South Yarmouth,Massachusetts,MA,south-yarmouth,329600,1350,11091
Cambridge,Maryland,MD,cambridge,163200,856,12375
Secretary,Maryland,MD,secretary,142900,1217,445
Harcourt,Iowa,IA,harcourt,73100,556,308
Otho,Iowa,IA,otho,73500,541,442
Athol,Idaho,ID,athol,155600,705,978
Spirit Lake,Idaho,ID,spirit-lake,172200,854,2319
Middleton,Tennessee,TN,middleton,93100,726,891
Peotone,Illinois,IL,peotone,191600,926,4331
Rockdale,Illinois,IL,rockdale,132600,975,1979
Richmond,Illinois,IL,richmond,188000,938,2061
North Platte,Nebraska,NE,north-platte,118900,757,23892
Caribou,Maine,ME,caribou,90700,598,7710
Orchard Grass Hills,Kentucky,KY,orchard-grass-hills,200400,1432,1781
Guys,Tennessee,TN,guys,103100,577,360
Michie,Tennessee,TN,michie,88000,638,916
Stantonville,Tennessee,TN,stantonville,78900,725,312
Sigel,Illinois,IL,sigel,144800,775,378
Tower Hill,Illinois,IL,tower-hill,49400,653,816
Hazleton,Iowa,IA,hazleton,82000,567,775
Flatwoods,Kentucky,KY,flatwoods,91600,798,7160
Elizabethtown,North Carolina,NC,elizabethtown,120500,557,3464
Yarmouth Port,Massachusetts,MA,yarmouth-port,379800,1658,5242
Sunnyvale,California,CA,sunnyvale,1223600,2508,152770
Walkersville,Maryland,MD,walkersville,290800,1344,6179
Lafayette,Tennessee,TN,lafayette,95800,709,5171
Red Boiling Springs,Tennessee,TN,red-boiling-springs,97800,544,1536
Aplington,Iowa,IA,aplington,92100,599,968
Greene,Iowa,IA,greene,90500,582,1026
New Hartford,Iowa,IA,new-hartford,82400,700,703
Du Bois,Illinois,IL,du-bois,63500,525,158
Irvington,Illinois,IL,irvington,78900,695,720
Olpe,Kansas,KS,olpe,133300,904,577
Thatcher,Arizona,AZ,thatcher,173700,905,5047
Winchester,Kentucky,KY,winchester,128200,698,18429
Albion,Indiana,IN,albion,94400,721,2477
Ligonier,Indiana,IN,ligonier,75200,697,4654
St. Pauls,North Carolina,NC,st-pauls,81100,630,2107
Burrton,Kansas,KS,burrton,70800,643,907
Hesston,Kansas,KS,hesston,138200,648,3803
Dunlap,Iowa,IA,dunlap,78100,447,1059
Little Sioux,Iowa,IA,little-sioux,24500,613,144
Logan,Iowa,IA,logan,118300,751,1568
Breckenridge,Michigan,MI,breckenridge,75800,606,1206
Panora,Iowa,IA,panora,118200,832,1228
Woodsboro,Maryland,MD,woodsboro,325900,773,1131
Gatesville,Texas,TX,gatesville,79800,711,12377
McGregor,Texas,TX,mcgregor,116100,952,5144
Crosbyton,Texas,TX,crosbyton,54700,600,1787
Bethany,Illinois,IL,bethany,81000,635,1251
Camden,Michigan,MI,camden,51200,838,675
Jonesville,Michigan,MI,jonesville,95500,629,2409
Litchfield,Michigan,MI,litchfield,80000,646,1208
Grand River,Iowa,IA,grand-river,32000,531,219
Lamoni,Iowa,IA,lamoni,93300,614,2554
London,Kentucky,KY,london,121800,635,8059
Yale,Iowa,IA,yale,79500,763,265
Bunn,North Carolina,NC,bunn,85000,721,298
Riverton,Utah,UT,riverton,349600,1584,43250
Taylorsville,Utah,UT,taylorsville,239400,1054,60138
West Liberty,Kentucky,KY,west-liberty,119900,451,3388
Prinsburg,Minnesota,MN,prinsburg,132700,733,532
Raymond,Minnesota,MN,raymond,97600,700,816
Spring Hill,Tennessee,TN,spring-hill,286800,1401,39711
Princess Anne,Maryland,MD,princess-anne,143500,869,3487
Henry,Illinois,IL,henry,95300,528,2658
Hebron,Texas,TX,hebron,445300,1694,388
Hickory Creek,Texas,TX,hickory-creek,283100,1511,4574
Krugerville,Texas,TX,krugerville,239100,1573,1699
Louisburg,North Carolina,NC,louisburg,161100,586,3531
Severy,Kansas,KS,severy,28200,450,223
DeKalb,Illinois,IL,dekalb,157900,903,42908
Whiteville,Tennessee,TN,whiteville,68400,771,4501
Romeoville,Illinois,IL,romeoville,186100,1552,39666
Sauk Village,Illinois,IL,sauk-village,70400,1146,10423
Orofino,Idaho,ID,orofino,132300,778,3109
Pierce,Idaho,ID,pierce,89600,525,554
Metropolis,Illinois,IL,metropolis,73800,667,6129
Raceland,Kentucky,KY,raceland,126100,657,2511
Russell,Kentucky,KY,russell,173500,860,3287
Wadesboro,North Carolina,NC,wadesboro,81100,778,5305
Old River-Winfree,Texas,TX,old-river-winfree,110100,1087,1958
Seabrook,Texas,TX,seabrook,250200,1161,13927
Whitesville,Kentucky,KY,whitesville,110200,727,522
Benson,North Carolina,NC,benson,111400,735,3731
Micro,North Carolina,NC,micro,85400,769,672
Princeton,North Carolina,NC,princeton,95700,734,1067
Josephine,Texas,TX,josephine,185000,1081,1366
Ionia,Michigan,MI,ionia,97600,813,11147
Buffalo,Kansas,KS,buffalo,38900,538,292
Fredonia,Kansas,KS,fredonia,74000,695,2141
Iron River,Michigan,MI,iron-river,54000,477,2854
Copper Canyon,Texas,TX,copper-canyon,566500,1469,1121
Corinth,Texas,TX,corinth,257600,1308,21491
Allegan,Michigan,MI,allegan,122100,835,5036
Fennville,Michigan,MI,fennville,97900,741,1876
Holland,Michigan,MI,holland,151300,873,33402
Plainwell,Michigan,MI,plainwell,131400,687,3785
Cullen,Louisiana,LA,cullen,43200,568,1131
Ithaca,Michigan,MI,ithaca,88800,699,2797
St. Louis,Michigan,MI,st-louis,82100,682,7189
Midvale,Idaho,ID,midvale,150600,722,249
Weiser,Idaho,ID,weiser,116200,676,5323
Hortonville,Wisconsin,WI,hortonville,162800,736,2786
Howard,Wisconsin,WI,howard,212500,829,19658
Kimberly,Wisconsin,WI,kimberly,146900,737,6770
Nichols,Wisconsin,WI,nichols,76800,675,253
Wrightstown,Wisconsin,WI,wrightstown,183200,988,3459
Lucas,Texas,TX,lucas,594400,1833,7763
Nevada,Texas,TX,nevada,249000,1088,938
New Hope,Texas,TX,new-hope,225700,1100,592
Coppell,Texas,TX,coppell,388800,1450,41645
Sunrise Beach,Missouri,MO,sunrise-beach,82900,817,487
Appleton,Minnesota,MN,appleton,49900,528,1412
De Graff,Minnesota,MN,de-graff,80600,675,126
Kerkhoven,Minnesota,MN,kerkhoven,88000,613,691
Stephenville,Texas,TX,stephenville,141500,926,20603
Cando,North Dakota,ND,cando,80000,591,1083
Clinton,South Carolina,SC,clinton,78300,686,8443
Laurens,South Carolina,SC,laurens,93700,720,8867
Lingle,Wyoming,WY,lingle,167800,808,479
Wayne,Illinois,IL,wayne,530100,3500,2439
Jellico,Tennessee,TN,jellico,88900,460,2170
Tularosa,New Mexico,NM,tularosa,103300,575,2944
Bernalillo,New Mexico,NM,bernalillo,161300,800,9669
Mims,Florida,FL,mims,155700,823,6375
Floral City,Florida,FL,floral-city,114900,713,5395
Wells Branch,Texas,TX,wells-branch,246600,1149,12176
Doffing,Texas,TX,doffing,68100,902,5176
Lake Catherine,Illinois,IL,lake-catherine,188100,1285,1454
Jessup,Maryland,MD,jessup,365500,1708,9509
Escanaba,Michigan,MI,escanaba,86100,563,12251
Gladstone,Michigan,MI,gladstone,91900,488,4753
Ada,Ohio,OH,ada,121200,739,5941
Forest,Ohio,OH,forest,78600,673,1485
Weber City,Virginia,VA,weber-city,105500,587,1623
Berlin,New Hampshire,NH,berlin,92100,750,10221
Laurie,Missouri,MO,laurie,159400,579,949
Versailles,Missouri,MO,versailles,75900,591,2961
Redlands,California,CA,redlands,390700,1326,71198
Victorville,California,CA,victorville,221200,1259,121902
Chesterton,Indiana,IN,chesterton,190400,933,14119
Arlington Heights,Illinois,IL,arlington-heights,358300,1368,75482
Barrington,Illinois,IL,barrington,483400,1485,10290
Riva,Maryland,MD,riva,484900,1685,4130
Olney,Maryland,MD,olney,506400,1948,35191
Robinwood,Maryland,MD,robinwood,276200,1101,7684
Bucksport,Maine,ME,bucksport,141100,334,2624
Hudson Bend,Texas,TX,hudson-bend,521600,1863,2208
Westlake,Louisiana,LA,westlake,114400,630,4727
Lawler,Iowa,IA,lawler,78400,443,387
New Hampton,Iowa,IA,new-hampton,107100,707,3421
Livingston,Tennessee,TN,livingston,110800,495,4032
Loves Park,Illinois,IL,loves-park,111900,848,23710
Garrison,North Dakota,ND,garrison,130300,685,1623
Swansea,South Carolina,SC,swansea,97400,763,897
Footville,Wisconsin,WI,footville,104400,800,866
Milton,Wisconsin,WI,milton,149800,787,5573
Falfurrias,Texas,TX,falfurrias,60500,607,4365
Lavaca,Arkansas,AR,lavaca,118100,767,2545
Richmond,Kansas,KS,richmond,71200,810,596
Manchester,Kentucky,KY,manchester,77800,532,1779
Plaza,North Dakota,ND,plaza,108300,825,186
Stanley,North Dakota,ND,stanley,178400,903,2655
Marion,Kentucky,KY,marion,69800,497,2912
East Aurora,New York,NY,east-aurora,221400,837,6184
Devine,Texas,TX,devine,83900,629,4733
Oxford,Maryland,MD,oxford,637800,1371,580
Prices Fork,Virginia,VA,prices-fork,265000,1044,917
Vashon,Washington,WA,vashon,524200,1126,10291
D'Hanis,Texas,TX,d-hanis,49900,685,733
Turtle Lake,North Dakota,ND,turtle-lake,103500,730,562
Alton,Illinois,IL,alton,79900,773,26640
East Alton,Illinois,IL,east-alton,81100,766,6061
Livingston,Illinois,IL,livingston,79300,726,714
Marine,Illinois,IL,marine,135000,675,910
Hollister,Idaho,ID,hollister,90300,850,232
Forest City,North Carolina,NC,forest-city,101400,592,7155
Beaverville,Illinois,IL,beaverville,81000,706,355
Cissna Park,Illinois,IL,cissna-park,100800,614,818
Clifton,Illinois,IL,clifton,139000,778,1326
Iroquois,Illinois,IL,iroquois,78000,910,182
Loda,Illinois,IL,loda,81000,567,316
Argenta,Illinois,IL,argenta,93300,725,1115
Forsyth,Illinois,IL,forsyth,222200,1563,2989
Oreana,Illinois,IL,oreana,97200,825,755
Franklinville,North Carolina,NC,franklinville,59200,819,1798
High Point,North Carolina,NC,high-point,151900,879,111714
Seagrove,North Carolina,NC,seagrove,125500,663,285
Hancock,Wisconsin,WI,hancock,69400,560,413
Plainfield,Wisconsin,WI,plainfield,98500,625,849
Hamburg,New York,NY,hamburg,170100,896,9636
Willisburg,Kentucky,KY,willisburg,109700,820,383
North La Junta,Colorado,CO,north-la-junta,102000,727,337
Tonawanda,New York,NY,tonawanda,139300,863,57027
Selden,New York,NY,selden,330100,1810,20093
Newark,Maryland,MD,newark,583300,1595,572
Cresaptown,Maryland,MD,cresaptown,138800,721,5916
Langley Park,Maryland,MD,langley-park,269400,1403,19520
Tallassee,Alabama,AL,tallassee,134600,735,4743
Holgate,Ohio,OH,holgate,90400,614,997
Liberty Center,Ohio,OH,liberty-center,107200,760,1327
Marston,Missouri,MO,marston,23000,763,472
Mounds,Oklahoma,OK,mounds,118500,703,1099
Sapulpa,Oklahoma,OK,sapulpa,118700,885,21041
Kellyton,Alabama,AL,kellyton,88800,675,172
Rockford,Alabama,AL,rockford,85800,417,838
Hampstead,Maryland,MD,hampstead,245700,866,6362
Mount Sterling,Illinois,IL,mount-sterling,85800,619,2189
Oliver Springs,Tennessee,TN,oliver-springs,119300,723,4468
Windsor,North Carolina,NC,windsor,124800,413,3457
Rushville,Indiana,IN,rushville,88900,699,6050
Eupora,Mississippi,MS,eupora,78600,474,2327
Scottsville,Kentucky,KY,scottsville,109800,588,4444
Deerfield,Illinois,IL,deerfield,518500,1875,19006
Nelson,Illinois,IL,nelson,74200,738,136
Chalmers,Indiana,IN,chalmers,89800,750,445
Monon,Indiana,IN,monon,75800,696,1833
Darien,Connecticut,CT,darien,1471700,2469,21742
Colchester,Connecticut,CT,colchester,213600,1211,4788
Monte Rio,California,CA,monte-rio,462400,968,977
Carmi,Illinois,IL,carmi,66300,613,4808
Norris City,Illinois,IL,norris-city,56100,519,1127
Henderson,North Carolina,NC,henderson,100100,669,14948
Onaga,Kansas,KS,onaga,65400,595,751
Westmoreland,Kansas,KS,westmoreland,126500,675,763
Apex,North Carolina,NC,apex,327800,1380,51370
Hailey,Idaho,ID,hailey,368300,671,8408
Delmont,South Dakota,SD,delmont,62500,475,233
Marion,South Carolina,SC,marion,106700,550,6466
Glen Flora,Wisconsin,WI,glen-flora,90000,448,100
Brentwood,Tennessee,TN,brentwood,655400,2085,42407
Wyoming,Michigan,MI,wyoming,127700,871,75702
Westbrook,Minnesota,MN,westbrook,58000,486,790
Windom,Minnesota,MN,windom,97000,666,4428
Thomasville,North Carolina,NC,thomasville,116800,693,26784
Prairie Creek,Arkansas,AR,prairie-creek,222800,867,2421
Vineyard Haven,Massachusetts,MA,vineyard-haven,577500,1387,2123
North Middletown,New Jersey,NJ,north-middletown,235800,1662,3179
Greenville,Illinois,IL,greenville,100000,564,6665
Kingman,Indiana,IN,kingman,69600,723,433
Barstow,California,CA,barstow,117100,768,23899
Chino Hills,California,CA,chino-hills,622300,2136,80701
Salem,Ohio,OH,salem,96900,677,11774
Youngstown,Ohio,OH,youngstown,44800,662,64783
Oswego,Kansas,KS,oswego,58500,536,1676
Palmyra,Wisconsin,WI,palmyra,156000,725,1761
Dorris,California,CA,dorris,103200,675,908
Everly,Iowa,IA,everly,79000,675,632
Gillett Grove,Iowa,IA,gillett-grove,40000,475,30
Buhler,Kansas,KS,buhler,97800,663,1111
Spencer,Iowa,IA,spencer,128800,684,11052
Lawrenceburg,Kentucky,KY,lawrenceburg,131100,697,11350
York,Nebraska,NE,york,132300,714,7841
Campbellsburg,Indiana,IN,campbellsburg,68900,675,676
Huntington,New York,NY,huntington,615000,1990,17420
Peach Lake,New York,NY,peach-lake,389000,1667,1604
Medford,New York,NY,medford,324800,2057,24406
Irondale,Georgia,GA,irondale,97700,1048,8224
Basye,Virginia,VA,basye,206700,1154,953
Country Club,California,CA,country-club,236000,1136,9977
Torrington,Wyoming,WY,torrington,150100,694,6675
Farmville,Virginia,VA,farmville,185800,767,8117
Greenfield,Tennessee,TN,greenfield,73100,618,2336
Martin,Tennessee,TN,martin,128600,665,10635
Westminster,Maryland,MD,westminster,242700,1136,18552
Mullan,Idaho,ID,mullan,83500,704,810
Pinehurst,Idaho,ID,pinehurst,136200,768,1346
Wallace,Idaho,ID,wallace,119000,701,946
Embarrass,Wisconsin,WI,embarrass,105900,724,566
Manawa,Wisconsin,WI,manawa,99400,659,1352
Lincoln,Illinois,IL,lincoln,88300,692,13652
Middletown,Illinois,IL,middletown,61800,655,290
Shadeland,Indiana,IN,shadeland,182800,819,1913
Red River,New Mexico,NM,red-river,259700,792,465
Hondo,Texas,TX,hondo,93100,786,9251
Grandville,Michigan,MI,grandville,161800,818,15942
Kentwood,Michigan,MI,kentwood,158700,899,51693
Berkeley,California,CA,berkeley,1004900,1722,121485
Dublin,California,CA,dublin,882200,2681,61240
London,Ohio,OH,london,135200,811,10193
Custer City,Oklahoma,OK,custer-city,77200,425,506
Weatherford,Oklahoma,OK,weatherford,169600,696,11949
Capitola,California,CA,capitola,721900,1780,10121
Campbell,Ohio,OH,campbell,60100,681,7889
Craig Beach,Ohio,OH,craig-beach,103600,806,1488
Beaufort,North Carolina,NC,beaufort,229900,715,4343
Annawan,Illinois,IL,annawan,108000,678,908
Neenah,Wisconsin,WI,neenah,141100,750,25967
Second Mesa,Arizona,AZ,second-mesa,86300,454,1823
Lake Montezuma,Arizona,AZ,lake-montezuma,164400,894,4329
Fresno,Texas,TX,fresno,173600,1468,25072
Tanque Verde,Arizona,AZ,tanque-verde,386800,1725,15638
Willmar,Minnesota,MN,willmar,133000,785,19712
Big Rapids,Michigan,MI,big-rapids,93900,670,10355
Manti,Utah,UT,manti,168400,754,3610
Mayfield,Utah,UT,mayfield,169400,1022,392
Baltimore,Maryland,MD,baltimore,160100,1073,609032
Lewiston,Maine,ME,lewiston,140600,748,36095
Gas,Kansas,KS,gas,73300,794,510
La Harpe,Kansas,KS,la-harpe,54400,715,506
Bath,Maine,ME,bath,175700,862,8319
Thompson's Station,Tennessee,TN,thompson-s-station,420400,1827,5456
Cheyenne,Wyoming,WY,cheyenne,214300,915,63607
Tarlton,Ohio,OH,tarlton,105100,668,241
Thurston,Ohio,OH,thurston,103100,890,609
Sylacauga,Alabama,AL,sylacauga,131600,609,12226
Oracle,Arizona,AZ,oracle,205200,831,3656
San Carlos,Arizona,AZ,san-carlos,33400,388,4451
Pepperell,Massachusetts,MA,pepperell,289600,986,2826
Tinley Park,Illinois,IL,tinley-park,231400,1198,56505
DeWitt,Iowa,IA,dewitt,146000,808,5203
Low Moor,Iowa,IA,low-moor,93500,775,284
Ocean City,Maryland,MD,ocean-city,298500,1040,6972
Fontana,California,CA,fontana,371700,1345,210759
Grand Terrace,California,CA,grand-terrace,324400,1405,12510
Rancho Cucamonga,California,CA,rancho-cucamonga,495800,1777,176379
Alpine,Texas,TX,alpine,149600,693,6006
Vero Beach,Florida,FL,vero-beach,259800,890,16857
Garnett,Kansas,KS,garnett,80100,695,3234
Greenwood,Arkansas,AR,greenwood,136000,744,9387
Huntington,Arkansas,AR,huntington,51100,724,499
Moodus,Connecticut,CT,moodus,263900,1023,1391
Laguna Park,Texas,TX,laguna-park,141200,917,1518
El Cerro,New Mexico,NM,el-cerro,185300,938,3202
Francisville,Kentucky,KY,francisville,281200,1190,9387
Apache Junction,Arizona,AZ,apache-junction,105600,814,40592
Cave Creek,Arizona,AZ,cave-creek,482600,1335,5670
Gila Bend,Arizona,AZ,gila-bend,96000,603,1853
Paradise Valley,Arizona,AZ,paradise-valley,1516200,2547,14362
Batesburg-Leesville,South Carolina,SC,batesburg-leesville,113300,760,5647
Chapin,South Carolina,SC,chapin,143200,1202,1940
Springdale,South Carolina,SC,springdale,151100,978,2737
West Jefferson,Ohio,OH,west-jefferson,131000,865,4364
Ames,Iowa,IA,ames,205900,930,66023
Kelley,Iowa,IA,kelley,152800,1563,288
Sheldahl,Iowa,IA,sheldahl,120500,1018,334
Slater,Iowa,IA,slater,164300,744,1585
Story City,Iowa,IA,story-city,145500,736,3377
Fowler,California,CA,fowler,253300,1010,6527
Kerman,California,CA,kerman,224500,900,14816
Russell,Pennsylvania,PA,russell,166400,292,1510
Hyde Park,Pennsylvania,PA,hyde-park,115800,858,2692
Brickerville,Pennsylvania,PA,brickerville,215500,1193,1310
Gardiner,Oregon,OR,gardiner,305000,850,586
Burley,Washington,WA,burley,316100,1324,2304
San Leandro,California,CA,san-leandro,590800,1652,90025
Mount Gilead,North Carolina,NC,mount-gilead,104200,725,1228
Star,North Carolina,NC,star,79700,532,756
Lake Mills,Wisconsin,WI,lake-mills,198100,978,5895
Whiting,Wisconsin,WI,whiting,156900,911,1714
Bowling Green,Virginia,VA,bowling-green,235700,934,1249
Fellsmere,Florida,FL,fellsmere,108500,749,5625
Indian River Shores,Florida,FL,indian-river-shores,712700,1096,4206
Strong City,Kansas,KS,strong-city,58800,566,480
Allen,Texas,TX,allen,303300,1487,101699
Omro,Wisconsin,WI,omro,148200,858,3573
Hoven,South Dakota,SD,hoven,82000,493,356
Hooker,Oklahoma,OK,hooker,86200,614,1730
West Lebanon,Indiana,IN,west-lebanon,71200,788,664
New Holstein,Wisconsin,WI,new-holstein,118600,723,3131
Menominee,Illinois,IL,menominee,190000,1063,265
Konawa,Oklahoma,OK,konawa,61600,537,1178
Bremen,Indiana,IN,bremen,134100,719,4505
Carrizozo,New Mexico,NM,carrizozo,73600,575,760
Channelview,Texas,TX,channelview,124900,977,43055
Delton,Michigan,MI,delton,133400,325,879
Great Barrington,Massachusetts,MA,great-barrington,384600,1016,2070
Saugus,Massachusetts,MA,saugus,394900,919,28215
Brownlee Park,Michigan,MI,brownlee-park,47600,788,1686
Biscoe,North Carolina,NC,biscoe,78800,600,2334
De Kalb,Texas,TX,de-kalb,76300,620,1490
Leary,Texas,TX,leary,66100,700,550
Nash,Texas,TX,nash,118100,836,3464
Redwater,Texas,TX,redwater,86300,967,1145
Wake Village,Texas,TX,wake-village,134000,745,5392
Prentice,Wisconsin,WI,prentice,85500,456,548
Drakes Branch,Virginia,VA,drakes-branch,88300,618,607
Farmersville,Texas,TX,farmersville,151900,1079,3496
Logansport,Louisiana,LA,logansport,78400,645,1854
Wingo,Kentucky,KY,wingo,71700,547,818
Talladega,Alabama,AL,talladega,86600,548,15522
Magnolia,Arkansas,AR,magnolia,96100,691,11562
Waldo,Arkansas,AR,waldo,56900,500,1208
Argyle,Wisconsin,WI,argyle,106300,582,919
Belmont,Wisconsin,WI,belmont,152100,732,995
Benton,Wisconsin,WI,benton,110400,660,896
Onarga,Illinois,IL,onarga,86700,625,1055
Milford,Massachusetts,MA,milford,303300,1233,26084
Hatfield,Massachusetts,MA,hatfield,311500,859,1305
North Edwards,California,CA,north-edwards,74500,697,880
Pine Manor,Florida,FL,pine-manor,115000,916,4993
Lockhart,Florida,FL,lockhart,158200,1150,14430
Oriole Beach,Florida,FL,oriole-beach,233600,1188,1815
Aspen Park,Colorado,CO,aspen-park,434800,1611,994
Pocomoke City,Maryland,MD,pocomoke-city,132100,835,4075
Locust,North Carolina,NC,locust,171600,885,3297
Misenheimer,North Carolina,NC,misenheimer,110500,530,774
Oakboro,North Carolina,NC,oakboro,161300,846,2004
Red Cross,North Carolina,NC,red-cross,155500,631,689
Stanfield,North Carolina,NC,stanfield,202700,838,1264
Watseka,Illinois,IL,watseka,85500,648,4954
Wellington,Illinois,IL,wellington,58800,617,275
Bloomingdale,Indiana,IN,bloomingdale,57500,750,363
Montezuma,Indiana,IN,montezuma,58800,700,887
Rockville,Indiana,IN,rockville,82600,648,2533
Kremmling,Colorado,CO,kremmling,212500,984,1673
Winter Park,Colorado,CO,winter-park,435700,1039,659
Dothan,Alabama,AL,dothan,150700,751,67894
Newville,Alabama,AL,newville,74100,545,433
Sixteen Mile Stand,Ohio,OH,sixteen-mile-stand,406700,1281,2746
Lake Tomahawk,Wisconsin,WI,lake-tomahawk,148900,761,188
North Browning,Montana,MT,north-browning,74100,399,2861
Worden,Montana,MT,worden,174700,1102,780
La Luz,New Mexico,NM,la-luz,77500,589,1222
Youngtown,Arizona,AZ,youngtown,155400,957,6802
Holbrook,Arizona,AZ,holbrook,98400,723,5037
Pinetop-Lakeside,Arizona,AZ,pinetop-lakeside,224100,820,4370
Sahuarita,Arizona,AZ,sahuarita,214100,1392,29905
Maricopa,Arizona,AZ,maricopa,202100,1384,48629
McClure,Illinois,IL,mcclure,41000,585,364
Cottonwood,Arizona,AZ,cottonwood,189400,933,11959
Owensville,Indiana,IN,owensville,86800,595,1414
Bayboro,North Carolina,NC,bayboro,77000,733,1210
Minnesott Beach,North Carolina,NC,minnesott-beach,197000,1051,476
